sample_idx,group_id,formula,N,arity,reference_native:reconstructed,reference_native:novel,reference_native:unique_representative,reference_native:novel_unique,reference_native:terminal_verified,reference_native:strict_stable,reference_native:meta_stable,reference_native:strict_sun,reference_native:meta_sun,reference_native:verified_strict_sun,reference_native:verified_meta_sun,reference_native:terminal_status,reference_native:official_hull_status,reference_native:e_above_hull_eV_atom,reference_tau:reconstructed,reference_tau:novel,reference_tau:unique_representative,reference_tau:novel_unique,reference_tau:terminal_verified,reference_tau:strict_stable,reference_tau:meta_stable,reference_tau:strict_sun,reference_tau:meta_sun,reference_tau:verified_strict_sun,reference_tau:verified_meta_sun,reference_tau:terminal_status,reference_tau:official_hull_status,reference_tau:e_above_hull_eV_atom,k4_native:reconstructed,k4_native:novel,k4_native:unique_representative,k4_native:novel_unique,k4_native:terminal_verified,k4_native:strict_stable,k4_native:meta_stable,k4_native:strict_sun,k4_native:meta_sun,k4_native:verified_strict_sun,k4_native:verified_meta_sun,k4_native:terminal_status,k4_native:official_hull_status,k4_native:e_above_hull_eV_atom,k4_tau:reconstructed,k4_tau:novel,k4_tau:unique_representative,k4_tau:novel_unique,k4_tau:terminal_verified,k4_tau:strict_stable,k4_tau:meta_stable,k4_tau:strict_sun,k4_tau:meta_sun,k4_tau:verified_strict_sun,k4_tau:verified_meta_sun,k4_tau:terminal_status,k4_tau:official_hull_status,k4_tau:e_above_hull_eV_atom,k8_native:reconstructed,k8_native:novel,k8_native:unique_representative,k8_native:novel_unique,k8_native:terminal_verified,k8_native:strict_stable,k8_native:meta_stable,k8_native:strict_sun,k8_native:meta_sun,k8_native:verified_strict_sun,k8_native:verified_meta_sun,k8_native:terminal_status,k8_native:official_hull_status,k8_native:e_above_hull_eV_atom,k8_tau:reconstructed,k8_tau:novel,k8_tau:unique_representative,k8_tau:novel_unique,k8_tau:terminal_verified,k8_tau:strict_stable,k8_tau:meta_stable,k8_tau:strict_sun,k8_tau:meta_sun,k8_tau:verified_strict_sun,k8_tau:verified_meta_sun,k8_tau:terminal_status,k8_tau:official_hull_status,k8_tau:e_above_hull_eV_atom,g_native:reconstructed,g_native:novel,g_native:unique_representative,g_native:novel_unique,g_native:terminal_verified,g_native:strict_stable,g_native:meta_stable,g_native:strict_sun,g_native:meta_sun,g_native:verified_strict_sun,g_native:verified_meta_sun,g_native:terminal_status,g_native:official_hull_status,g_native:e_above_hull_eV_atom,g_tau:reconstructed,g_tau:novel,g_tau:unique_representative,g_tau:novel_unique,g_tau:terminal_verified,g_tau:strict_stable,g_tau:meta_stable,g_tau:strict_sun,g_tau:meta_sun,g_tau:verified_strict_sun,g_tau:verified_meta_sun,g_tau:terminal_status,g_tau:official_hull_status,g_tau:e_above_hull_eV_atom
240,eval:240,AlMn2Ir,4,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1496943365520611,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14028157104913141,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1496943365520611,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14028157104913141,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.14158142914239313,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14028252472344782,True,True,True,True,False,True,True,True,True,False,False,invalid_terminal,known,-0.008080588679872491,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14037217010919
241,eval:241,Al3FeTb2,6,3,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.02939436600640377,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.010977007607966272,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1752116458220776,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.010817743997126428,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.13883707688286862,True,False,True,False,True,False,True,False,False,False,False,verified,known,0.010607935647517053,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.2186214701934155,True,False,True,False,False,False,True,False,False,False,False,not_converged,known,0.010835386971979943
242,eval:242,Fe6Zr6,12,2,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,7.40674030875293,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.054447294226562803,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.961811185828125,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05422699545947296,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,6.640061975470459,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05422127341357452,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11184609030810577,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.05422985648242218
243,eval:243,C4Mg2Cr4,10,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.3708285550949597,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.22455971049046752,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.42797796534276245,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2880448560593152,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.35403148936009643,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14744417475438354,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.24581711100316284
244,eval:244,OF11V3Ba2,17,4,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.6598295221851957,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06966009240614301,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0928663263844145,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.07718792062269575,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.5501731882618559,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.062381650023330515,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.261023903899063,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.08585729699598676
245,eval:245,In6Yb2,8,2,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,False,False,False,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,False,False,False,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,True,True,True,True,False,False,False,False,False,False,verified,official_cache_unresolved,,True,False,False,False,True,False,False,False,False,False,False,verified,official_cache_unresolved,
246,eval:246,Co6Ge6Tm,13,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.7283197437875124,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.09091697088407003,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.9199658428780886,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.11979518285916768,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.3059447800271364,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0009673630349489315,True,True,True,True,False,False,False,False,False,False,False,invalid_raw,known,,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.06768451086209737
247,eval:247,Li4S8Cu2Er2,16,4,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.1397549074202482,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1491547983199064,True,True,True,True,False,False,False,False,False,False,False,relaxation_energy_increased,known,11.044464246562093,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.14499677830037516,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1549354951888029,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.12938846760091227,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.7991811197310392,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.12188829593953532
248,eval:248,S8Fe4Cu2,14,3,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.26323529607142593,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.21532317525233413,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2998554361471095,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09784528142298843,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.24253150349940444,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.09783765202845718,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.31109353429164077,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.24985238438929702
249,eval:249,Li2C10N4,16,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.9776036587939423,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.7372157422290009,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.7725207654223603,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.981901392100827,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,1.6092831937060517,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.9558646527514618,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.49929831898070987,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.7891127911791962
250,eval:250,Ba6Pt2,8,2,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,7.690079935241699,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.06884597952270521,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.04358147795104994,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.08118199522399916,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.07886099035644545,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.07228039915466322,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,0.9422540742645262,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.0730104368438722
251,eval:251,C2Si6La8,16,3,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,6.124291263806965,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.16248878120198462,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,6.603945099103596,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.2540105211617014,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,5.624675594556477,True,True,True,True,False,False,False,False,False,False,False,not_converged,known,0.2539957392097971,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,2.710794054258015,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.1351564752937815
252,eval:252,Zn2PdHo,4,3,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.025041723787948555,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.04699411445872492,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.023173952639266915,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.050983334124252266,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.025041485369369454,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.046993160784408516,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.0005398744939117961,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.047094965517684884
253,eval:253,CaPd2Yb,4,3,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,True,True,True,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,,True,False,True,False,False,False,False,False,False,False,False,not_converged,official_cache_unresolved,
254,eval:254,O12V4Tl4,20,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,1.5274406003982275,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0438147115737646,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0427160787612646,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.047044806483432566,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,3.028873972895786,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.041553072932407176,True,True,True,True,True,False,False,False,False,False,False,verified,known,0.17988591671292475,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.044230990412875926
255,eval:255,Pd2Sb6Nd2,10,3,True,True,True,True,False,False,False,False,False,False,False,invalid_terminal,known,5.154308572518067,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.004661783469481762,True,True,True,True,False,False,True,False,True,False,False,not_converged,known,0.0009668023459479258,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.05379794527368098,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.005659326804442699,True,True,True,True,False,True,True,True,True,False,False,not_converged,known,-0.00808404375390559,True,True,True,True,True,False,True,False,True,False,True,verified,known,0.0479142815939948,True,True,True,True,True,True,True,True,True,True,True,verified,known,-0.05923198152856379
